-5.0,0.28366218546322625
-4.9,0.18651236942257576
-4.8,0.0874989834394464
-4.7,-0.01238866346289056
-4.6,-0.11215252693505487
-4.5,-0.2107957994307797
-4.4,-0.30733286997841935
-4.3,-0.40079917207997545
-4.2,-0.4902608213406994
-4.1,-0.5748239465332692
-4.0,-0.6536436208636119
-3.9,-0.7259323042001402
-3.8,-0.7909677119144168
-3.7,-0.848100031710408
-3.6,-0.896758416334147
-3.5,-0.9364566872907963
-3.4,-0.9667981925794611
-3.3,-0.9874797699088649
-3.2,-0.9982947757947531
-3.1,-0.9991351502732795
-3.0,-0.9899924966004454
-2.9,-0.9709581651495905
-2.8,-0.9422223406686581
-2.7,-0.9040721420170612
-2.6,-0.8568887533689473
-2.5,-0.8011436155469337
-2.4,-0.7373937155412454
-2.3,-0.666276021279824
-2.2,-0.5885011172553458
-2.1,-0.5048461045998576
-2.0,-0.4161468365471424
-1.9,-0.32328956686350335
-1.8,-0.2272020946930871
-1.7,-0.12884449429552464
-1.6,-0.029199522301288815
-1.5,0.0707372016677029
-1.4,0.16996714290024104
-1.3,0.26749882862458735
-1.2,0.3623577544766736
-1.1,0.4535961214255773
-1.0,0.5403023058681398
-0.9,0.6216099682706644
-0.8,0.6967067093471654
-0.7,0.7648421872844885
-0.6,0.8253356149096783
-0.5,0.8775825618903728
-0.4,0.9210609940028851
-0.3,0.955336489125606
-0.2,0.9800665778412416
-0.1,0.9950041652780258
0.0,1.0
0.1,0.9950041652780258
0.2,0.9800665778412416
0.3,0.955336489125606
0.4,0.9210609940028851
0.5,0.8775825618903728
0.6,0.8253356149096783
0.7,0.7648421872844885
0.8,0.6967067093471654
0.9,0.6216099682706644
1.0,0.5403023058681398
1.1,0.4535961214255773
1.2,0.3623577544766736
1.3,0.26749882862458735
1.4,0.16996714290024104
1.5,0.0707372016677029
1.6,-0.029199522301288815
1.7,-0.12884449429552464
1.8,-0.2272020946930871
1.9,-0.32328956686350335
2.0,-0.4161468365471424
2.1,-0.5048461045998576
2.2,-0.5885011172553458
2.3,-0.666276021279824
2.4,-0.7373937155412454
2.5,-0.8011436155469337
2.6,-0.8568887533689473
2.7,-0.9040721420170612
2.8,-0.9422223406686581
2.9,-0.9709581651495905
3.0,-0.9899924966004454
3.1,-0.9991351502732795
3.2,-0.9982947757947531
3.3,-0.9874797699088649
3.4,-0.9667981925794611
3.5,-0.9364566872907963
3.6,-0.896758416334147
3.7,-0.848100031710408
3.8,-0.7909677119144168
3.9,-0.7259323042001402
4.0,-0.6536436208636119
4.1,-0.5748239465332692
4.2,-0.4902608213406994
4.3,-0.40079917207997545
4.4,-0.30733286997841935
4.5,-0.2107957994307797
4.6,-0.11215252693505487
4.7,-0.01238866346289056
4.8,0.0874989834394464
4.9,0.18651236942257576
5.0,0.28366218546322625
